1;ben
16;kartavya
17;kartavya
18;kartavya
19;kartavya
20;kartavya
21;
22;
23;goodbye computer
24;kartavya
25;kartavya
26;kartavya
27;kartavya
28;kartavya
29;kartavya
30;my computer
16;kartavya
16;kartavya
16;kartavya
16;kartavya
16;kartavya
17;kartavya
18;kartavya
19;my computer
16;kartavya
16;kartavya
17;
17;kartavya
18;kartavya
